"","nct_id","trial_title","Conditions","condition","Interventions","intervention_type","Sponsor_Collaborators","Gender","Age_Groups","Enrollment","Start_Date","Completion_Date","title","z","direction","m2"
"733","NCT00105196","A Study of Aripiprazole in Patients With Major Depressive Disorder","Major Depressive Disorder","mental health","Drug: Aripiprazole+ ADT|Drug: Placebo+ ADT","drug","Otsuka Pharmaceutical Development & Commercialization, Inc.|Otsuka America Pharmaceutical","Both","Adult",349,"March 2005","July 2010","Mean Change in the Montgomery Åsberg Depression Rating Scale (MADRS)",4.275,"1",24127
"734","NCT00808132","Study Evaluating The Effects Of Bazedoxifene/Conjugated Estrogens On Endometrial Safety And Postmenopausal Osteoporosis","Menopause|Osteoporosis","endocrine and metabolic","Drug: bazedoxifene 20 mg/ conjugated estrogens 0.45 mg|Drug: bazedoxifene 20 mg/ conjugated estrogens 0.625 mg|Drug: bazedoxifene 20 mg|Drug: conjugated estrogens 0.45 mg/ medroxyprogesterone acetate 1.5 mg|Drug: Placebo","drug","Pfizer","Female","Adult",1886,"January 2009","March 2012","Percentage of Participants With Endometrial Hyperplasia at Month 12: Main Study",4.2831,"1",24147
"735","NCT00853385","A Phase 3 Study Comparing 2 Doses Of CP-690,550 And The Active Comparator, Humira (Adalimumab) Vs. Placebo For Treatment Of Rheumatoid Arthritis","Rheumatoid Arthritis","other","Drug: CP 690,550|Drug: CP-690,550|Other: Placebo|Other: Placebo|Biological: Biologic TNFi","biolog","Pfizer","Both","Adult|Senior",717,"May 2009","August 2011","Percentage of Participants Achieving American College of Rheumatology 20% (ACR20) Response at Month 6",4.2918,"1",24140
"736","NCT00909727","Study of Ivacaftor in Cystic Fibrosis Subjects Aged 6 to 11 Years With the G551D Mutation","Cystic Fibrosis","respiratory","Drug: Ivacaftor|Drug: Placebo","drug","Vertex Pharmaceuticals Incorporated|Cystic Fibrosis Foundation Therapeutics","Both","Child",52,"August 2009","November 2011","Absolute Change From Baseline in Percent Predicted Forced Expiratory Volume in 1 Second (FEV1) Through Week 24",4.3103,"1",24143
"737","NCT00521456","A Study of Ketorolac for the Treatment of Inflammation and Pain Associated With Cataract Surgery","Cataract Extraction","other","Drug: ketorolac eye drops","drug","Allergan","Both","Adult|Senior",263,"October 2007","July 2010","Resolution of Post Operative Inflammation",4.333,"1",24127
"738","NCT00337727","Aprepitant for the Prevention of Chemotherapy Induced Nausea and Vomiting (CINV)(0869-130)(COMPLETED)","Chemotherapy-Induced Nausea and Vomiting","other","Drug: aprepitant|Drug: Comparator: ondansetron|Drug: Comparator: dexamethasone|Drug: Comparator: fosaprepitant dimeglumine|Drug: Comparator; Placebo (unspecified)|Drug: Comparator; Placebo (unspecified)","drug","Merck Sharp & Dohme Corp.","Both","Adult|Senior",848,"January 2007","July 2012","Number of Patients Who Reported No Vomiting",4.351,"1",24151
"739","NCT00097786","Long-term Study of Nateglinide+Valsartan to Prevent or Delay Type II Diabetes Mellitus and Cardiovascular Complications","Diabetes Mellitus, Type 2","endocrine and metabolic","Drug: Valsartan 160 mg + nateglinide 60 mg|Drug: Valsartan 160 mg + nateglinide placebo|Drug: Nateglinide 60 mg + valsartan placebo|Drug: Valsartan placebo + nateglinide placebo","drug","Novartis Pharmaceuticals|Novartis","Both","Adult|Senior",9306,"January 2002","September 2011","Percentage of Patients Reaching the Endpoint: Progression to Diabetes - Valsartan Versus Non-valsartan",4.383,"1",24141
"740","NCT01097616","Safety and Efficacy Study of Suvorexant in Participants With Primary Insomnia - Study A (MK-4305-028)","Primary Insomnia","mental health","Drug: Suvorexant High Dose (HD)|Drug: Suvorexant Low Dose (LD)|Drug: Comparator: Placebo","drug","Merck Sharp & Dohme Corp.","Both","Adult|Senior",1023,"May 2010","November 2011","Suvorexant HD Versus Placebo: Change From Baseline in Mean Subjective Total Sleep Time (sTSTm) at Month 1",5.122,"1",24143
"741","NCT01097629","Safety and Efficacy Study of Suvorexant in Participants With Primary Insomnia - Study B (MK-4305-029)","Primary Insomnia","mental health","Drug: Suvorexant High Dose (HD)|Drug: Suvorexant Low Dose (LD)|Drug: Comparator: Placebo","drug","Merck Sharp & Dohme Corp.","Both","Adult|Senior",1020,"May 2010","October 2011","Suvorexant HD Versus Placebo: Change From Baseline in Mean Subjective Total Sleep Time (sTSTm) at Month 1",6.443,"1",24142
"742","NCT00649428","Safety and Efficacy Study of Isolagen TherapyTM in the Treatment of Nasolabial Fold Wrinkles","Bilateral Nasolabial Fold Wrinkles","other","Biological: Autologous Human Fibroblast (azficel-T)|Biological: Placebo","biolog","Fibrocell Technologies, Inc.","Both","Adult|Senior",203,"October 2006","November 2011","Subject Wrinkle Assessment Responders",4.4172,"1",24143
"743","NCT00655863","Efficacy of Alogliptin and With Pioglitazone in Patients With Type 2 Diabetes.","Diabetes Mellitus","endocrine and metabolic","Drug: Alogliptin and Pioglitazone|Drug: Alogliptin|Drug: Placebo","drug","Takeda","Both","Adult|Senior",71,"July 2007","May 2011","Change From Baseline in Postprandial Incremental Area Under the Curve for Total Triglycerides at Week 16.",4.4294,"1",24137
"744","NCT00821093","Safety and Efficacy of Indacaterol Once Daily Versus Salmeterol Twice Daily in Chronic Obstructive Pulmonary Disease (COPD)","Chronic Obstructive Pulmonary Disease (COPD)","respiratory","Drug: Indacaterol 150 µg|Drug: Salmeterol 50 µg|Drug: Placebo to indacaterol|Drug: Placebo to salmeterol","drug","Novartis Pharmaceuticals|Novartis","Both","Adult|Senior",1123,"January 2009","January 2011","Forced Expiratory Volume in 1 Second (FEV1) Standardized (With Respect to Time) Area Under the Curve (AUC) From 5 Minutes to 11 Hours 45 Minutes Post-dose at the End of the Study (Week 12， Day 84)",4.4428,"1",24133
"745","NCT00282971","A Clinical Trial Assessing The Impact Of Inhaled Insulin On Glucose Control In Patients With Type 2 Diabetes Mellitus","Diabetes Mellitus Type 2","endocrine and metabolic","Other: Standard of Care|Drug: Inhaled Insulin (Exubera)","drug","Pfizer","Both","Adult|Senior",354,"March 2006","March 2012","Percentage Change From Baseline in Glycosylated Hemoglobin (HbA1c) at Week 24",4.455,"1",24147
"746","NCT01370538","Efficacy of Esomeprazole in Patients With Frequent Heartburn","Heartburn","other","Drug: Esomeprazole","drug","AstraZeneca","Both","Adult|Senior",341,"August 2011","September 2008","Percentage of Heartburn Free 24 Hour Days During 14 Days of Randomized Treatment",4.555,"1",24105
"747","NCT00783718","Study of Vedolizumab (MLN0002) in Patients With Moderate to Severe Ulcerative Colitis","Ulcerative Colitis","other","Drug: vedolizumab|Other: Placebo","drug","Millennium Pharmaceuticals, Inc.","Both","Adult|Senior",895,"January 2009","October 2010","Induction Phase: Percentage of Participants With a Clinical Response at Week 6",4.5659,"1",24130
"748","NCT00790192","Lurasidone HCL - A 6-week Phase 3 Study of Patients With Acute Schizophrenia.","Schizophrenia","mental health","Drug: Lurasidone|Drug: Lurasidone|Drug: Quetiapine XR|Drug: Placebo","drug","Sunovion","Both","Adult|Senior",488,"October 2008","February 2012","Primary Efficacy Endpoint: Mean Change in Total PANSS Score From Baseline to the End of the Double Blind Phase",4.568,"1",24146
"749","NCT00757588","Safety and Efficacy of Saxagliptin Plus Insulin With or Without Metformin","Type 2 Diabetes","endocrine and metabolic","Drug: Saxagliptin, 5 mg + insulin|Drug: Placebo  + insulin","drug","AstraZeneca","Both","Adult|Senior",455,"November 2008","December 2012","Adjusted Mean Change From Baseline in A1C Levels (Last Observation Carried Forward [LOCF])",4.6067,"1",24156
"750","NCT00856544","A Study Comparing 2 Doses Of CP-690,550 Vs. Placebo For The Treatment Of Rheumatoid Arthritis In Patients On Other Background Arthritis Medications","Arthritis, Rheumatoid","other","Drug: CP-690,550|Drug: CP-690,550|Drug: Placebo|Drug: Placebo","drug","Pfizer","Both","Adult|Senior",795,"May 2009","March 2012","Percentage of Participants Achieving American College of Rheumatology 20% (ACR20) Response at Month 6",4.6198,"1",24147
"751","NCT01010971","Clinical Trial to Assess the Efficacy and Safety of Ciclesonide Hydrofluoroalkane (HFA) Nasal Aerosol for the Treatment of Seasonal Allergic Rhinitis (SAR) to Mounta","Seasonal Allergic Rhinitis","other","Drug: Ciclesonide HFA 160 μg|Drug: Ciclesonide HFA 80 μg|Drug: Placebo","drug","Sunovion","Both","Child|Adult|Se",671,"December 2009","September 2012","Change From Baseline in Daily Subject-reported AM and PM Reflective TNSS Averaged Over the Two-week Treatment Period.",4.6493,"1",24153
"752","NCT00938717","Trial of Linaclotide in Patients With Irritable Bowel Syndrome With Constipation (IBS-C)","Irritable Bowel Syndrome With Constipation","other","Drug: Linaclotide or Matching Placebo","drug","Ironwood Pharmaceuticals, Inc.|Forest Laboratories","Both","Adult|Senior",805,"July 2009","November 2012","Abdominal Pain and Complete Spontaneous Bowel Movement (APC) Responder， 9 Out of 12 Weeks",4.6711,"1",24155
"753","NCT00660829","A Study to Evaluate the Safety and Effectiveness of a Nasal Spray to Treat Seasonal Allergies","Seasonal Allergic Rhinitis","other","Drug: Placebo|Drug: 0.15% Azelastine Hydrochloride","drug","Meda Pharmaceuticals","Both","Child|Adult|Se",536,"December 2007","November 2012","Change From Baseline in 12-hour Reflective Total Nasal Symptom Score (TNSS) (AM and PM Combined)at 14 Days",4.6735,"1",24155
"754","NCT01535560","Safety and Efficacy Evaluation of Topical AL-60371 Otic Suspension, 0.3% in the Treatment of Acute Otitis Externa","Acute Otitis Externa","other","Drug: AL-60371, 0.3% otic suspension|Drug: AL-60371 Vehicle","drug","Alcon Research","Both","Child|Adult|Se",589,"April 2012","January 2011","Proportion of Patients With Clinical Cures at the Day 11 (TOC) Visit",4.674,"1",24133
"755","NCT00790400","Efficacy and Safety of RAD001 in Patients Aged 18 and Over With Angiomyolipoma Associated With Either Tuberous Sclerosis Complex (TSC) or Sporadic Lymphangioleiomyom","Tuberous Sclerosis Complex (TSC)|Lymphangioleiomyomatosis (LAM)","cancer","Drug: Everolimus (RAD001)|Drug: Placebo","drug","Novartis Pharmaceuticals|Novartis","Both","Adult|Senior",118,"April 2009","November 2012","Angiomyolipoma Response Rate as Per Central Radiology Review (Double-blind Period)",4.7555,"1",24155
"756","NCT00637273","A Study to Compare the Glycemic Effects, Safety, and Tolerability of Exenatide Once Weekly to Those of Sitagliptin and Pioglitazone,in Subjects With Type 2 Diabetes","Type 2 Diabetes Mellitus","endocrine and metabolic","Drug: exenatide once weekly|Drug: sitagliptin|Drug: pioglitazone|Drug: placebo tablet|Drug: placebo once weekly","drug","AstraZeneca|Eli Lilly and Company","Both","Adult|Senior",514,"January 2008","October 2012","Change in HbA1c From Baseline to Week 26",4.8092,"1",24154
"757","NCT00790023","Clinical Trial to Assess the Efficacy and Safety of Ciclesonide Hydrofluoroalkane (HFA) Nasal Aerosol for the Treatment of Seasonal Allergic Rhinitis","Seasonal Allergic Rhinitis","other","Drug: 80 mcg Ciclesonide|Drug: 160 mcg Ciclesonide|Drug: Placebo","drug","Sunovion","Both","Child|Adult|Se",707,"November 2008","November 2011","Change From Baseline in Daily Subject-reported AM and PM Reflective Total Nasal Symptom Score (rTNSS) Averaged Over the Two-week Treatment Period.",4.8484,"1",24143
"758","NCT00699153","Loteprednol Etabonate in an Ophthalmic Base vs Vehicle for the Treatment of Inflammation Following Cataract Surgery","Ocular Inflammation","other","Drug: Loteprednol Etabonate|Drug: Vehicle of Ophthalmic Loteprednol Etabonate","drug","Bausch & Lomb Incorporated","Both","Adult|Senior",400,"June 2008","November 2011","Participants With Complete Resolution of Anterior Chamber Cells and Flare. Grade=0",4.9347,"1",24143
"759","NCT00761150","Study to Evaluate the Safety and Efficacy of ABT-712 in Subjects With Moderate to Severe Chronic Low Back Pain (CLBP)","Chronic Low Back Pain","other","Drug: ABT-712|Drug: Placebo","drug","AbbVie (prior sponsor, Abbott)|AbbVie","Both","Adult|Senior",308,"September 2008","December 2012","Change From Double-blind (DB) Baseline to Final Assessment in Chronic Lower Back Pain (CLBP) Intensity by Visual Analog Scale (VAS)",4.938,"1",24156
"760","NCT00638690","Abiraterone Acetate in Castration-Resistant Prostate Cancer Previously Treated With Docetaxel-Based Chemotherapy","Prostatic Neoplasms","cancer","Drug: Placebo|Drug: Abiraterone acetate|Drug: Prednisone/prednisolone","drug","Cougar Biotechnology, Inc.","Male","Adult|Senior",1195,"May 2008","July 2011","Overall Survival",4.9408,"1",24139
"761","NCT01202188","A Study to Assess the Efficacy, Safety and Tolerability of Once-daily (q.d.) QVA149 in Patients With Moderate to Severe Chronic Obstructive Pulmonary Disease (COPD)","Chronic Obstructive Pulmonary Disease (COPD)","respiratory","Drug: indacaterol and glycopyrronium (QVA149)|Drug: glycopyrronium (NVA237)|Drug: indacaterol (QAB149)|Drug: tiotropium|Drug: placebo","drug","Novartis Pharmaceuticals|Novartis","Both","Adult|Senior",2144,"September 2010","March 2012","Trough Forced Expiratory Volume In One Second (FEV1) After 26 Weeks of Treatment",4.95,"1",24147
"762","NCT00883740","Effects Of Pregabalin (Lyrica) On Sleep Maintenance In Subjects With Fibromyalgia","Fibromyalgia|Sleep Disorders","mental health","Drug: Pregabalin|Drug: Placebo","drug","Pfizer","Both","Adult|Senior",119,"June 2009","March 2012","Wake After Sleep Onset (WASO) at Weeks 5 and 11",4.978,"1",24147
"763","NCT00091442","A Study of Docetaxel Monotherapy or DOXIL and Docetaxel in Patients With Advanced Breast Cancer","Breast Cancer","cancer","Drug: Docetaxel|Drug: DOXIL","drug","Johnson & Johnson Pharmaceutical Research & Development, L.L.C.","Female","Adult|Senior",751,"September 2004","April 2012","",4.98,"1",24148
"764","NCT00829166","An Open-label Study of Trastuzumab Emtansine (T-DM1) vs Capecitabine + Lapatinib in Patients With HER2-positive Locally Advanced or Metastatic Breast Cancer","Breast Cancer","cancer","Drug: Trastuzumab emtansine [Kadcyla]|Drug: Lapatinib|Drug: Capecitabine","drug","Hoffmann-La Roche","Both","Adult|Senior",991,"February 2009","November 2012","Progression-free Survival (PFS) Assessed by an Independent Review Committee",4.9837,"1",24155
"765","NCT00859898","Study of Dapagliflozin in Combination With Metformin XR to Initiate the Treatment of Type 2 Diabetes","Type 2 Diabetes Mellitus","endocrine and metabolic","Drug: Dapagliflozin|Drug: Metformin XR|Drug: Metformin XR|Drug: dapagliflozin matching Placebo|Drug: metformin HCl Modified Release matching Placebo","drug","Bristol-Myers Squibb|AstraZeneca","Both","Adult|Senior",1093,"April 2009","March 2012","Adjusted Mean Change From Baseline in Hemoglobin A1c (HbA1c) at Week 24 (Last Observation Carried Forward) - Randomized Treated Participants",5.0189,"1",24147
"766","NCT00797797","Study of Milnacipran Added to Pregabalin for Treatment of Fibromyalgia","Fibromyalgia","mental health","Drug: No Treatment Added|Drug: Milnacipran Added","drug","Forest Laboratories","Both","Adult|Senior",364,"November 2008","September 2012","Patient Global Impression of Change (PGIC) Responder Rate at End of Study",5.0678,"1",24153
"767","NCT00907426","Safety and Efficacy Study of Bimatoprost to Treat Hypotrichosis of the Eyelashes After Application to the Eyelid Margin","Hypotrichosis","other","Drug: Bimatoprost 0.03% solution|Drug: Vehicle solution","drug","Allergan","Both","Adult|Senior",368,"August 2009","February 2012","Percentage of Treatment Responders at Month 4",5.0941,"1",24146
"768","NCT01356602","Safety and Efficacy of Canakinumab Prefilled Syringes in Frequently Flaring Acute Gouty Arthritis Patients","Acute Gouty Arthritis","endocrine and metabolic","Drug: Canakinumab pre-filled syringe|Drug: Canakinumab lyophilized powder|Drug: Triamcinolone Acetonide|Drug: Placebo","drug","Novartis Pharmaceuticals|Novartis","Both","Adult|Senior",397,"May 2011","February 2012","Pain Intensity on a 0-100 mm Visual Analog Scale (VAS) Between the Canakinumab 150 mg PFS and Triamcinolone Acetonide 40 mg Groups",5.114,"1",24146
"769","NCT00932893","An Investigational Drug, PF-02341066 Is Being Studied Versus Standard Of Care In Patients With Advanced Non-Small Cell Lung Cancer With A Specific Gene Profile Invol","Carcinoma, Non-Small-Cell Lung","cancer","Drug: PF-02341066|Drug: Pemetrexed|Drug: Docetaxel","drug","Pfizer","Both","Adult|Senior",347,"September 2009","June 2012","Progression-Free Survival (PFS)",5.1834,"1",24150
